,GBP,EUR,JPY,INR,CAD,BRL,MXN,AUD
2013-01-31,1.5810968494749125,1.355,0.010987674343172235,0.018788130892956185,0.9980113427119394,0.5038673211363974,0.0786999122975147,1.0415865938965332
2013-02-28,1.5213209733487834,1.3129,0.010844139753861401,0.018391561370576865,0.9753361563033949,0.5074794171079587,0.07835682824641607,1.024982434225935
2013-03-31,1.5153949762518015,1.2826,0.010668596429937949,0.018437644650553014,0.9857055026129725,0.496573618800573,0.08105952496817911,1.0441734373219143
2013-04-30,1.548264834774369,1.3072,0.010264625049077344,0.01860120953397367,0.9893286914402483,0.4982466839457234,0.08200341262671886,1.0334413787651198
2013-05-31,1.5235752357523573,1.3006,0.009968575151375796,0.017695719611417998,0.9681405389310704,0.4701417004048583,0.07756070798148944,0.9605612998522894
2013-06-30,1.5236798069813595,1.3051333333333333,0.010055731052726198,0.016805950802010496,0.9516795488794904,0.4502995940242205,0.07719682884559648,0.9201663885690111
2013-07-31,1.5197481396680022,1.3275,0.010211538461538461,0.01655484611163765,0.9711756529373033,0.43768545994065283,0.07804875180790893,0.901528013582343
2013-08-31,1.5525208850977248,1.3225666666666667,0.010144716320216818,0.015073874407808007,0.9496876421168529,0.42434840269088026,0.0751690389267899,0.8952391696750902
2013-09-30,1.6153340111237369,1.3505,0.010248140840795266,0.015917448493706098,0.9707446808510638,0.4441557587318293,0.07567437325593124,0.9322794422200745
2013-10-31,1.6044460127028934,1.3641,0.010180610493320396,0.016264844756045217,0.9571959862465792,0.4552766837994794,0.07718422705437016,0.9503936459276806
2013-11-30,1.63584917019526,1.3586,0.009760524929354853,0.016027274443186107,0.9440185292414591,0.4298505573777408,0.0764169993044137,0.9122202327663383
2013-12-31,1.6541921554516013,1.3791,0.009529436152570481,0.016155143734039312,0.9400177220366709,0.42334847740667975,0.07630677636930022,0.8941840108928223
2014-01-31,1.6455834905947524,1.3516,0.009784985158908275,0.01595975817116947,0.8932654814618994,0.41170915958451365,0.074421575429207,0.871100799175045
2014-02-28,1.671770045385779,1.3813,0.009822228542985138,0.016192371895866156,0.8994595298560916,0.4300435865504358,0.07544335876695195,0.8961333852342026
2014-03-31,1.6648152620140062,1.3788,0.00968122454711417,0.016696860195886575,0.905615763546798,0.440849213454406,0.07653749437959,0.9228297972023293
2014-04-30,1.6828675577156744,1.385,0.009748715421975083,0.01660026560424967,0.911724047133171,0.4432283666154634,0.07629508846925061,0.9266073459557101
2014-05-31,1.6737731130334959,1.3608333333333331,0.009821729297983927,0.01691725896065665,0.9220570963953382,0.4475934656287688,0.07777464498946493,0.9281784285194613
2014-06-30,1.7040548970679974,1.3658,0.00986564576711933,0.01661510687657158,0.9361847967646857,0.4552363175788281,0.07710982136808112,0.939533603907271
2014-07-31,1.6875630676084765,1.3379,0.009718872584628797,0.01651381808756187,0.9157426420260096,0.4436596365565725,0.07586402426922968,0.9293553764934704
2014-08-31,1.6606616718579004,1.3151333333333333,0.00959834570003649,0.016521000690084886,0.9208327498482938,0.4465647990945104,0.07641562788103223,0.9340214483558629
2014-09-30,1.6188086967708735,1.2583,0.009110853667366591,0.016161805580530313,0.8950775359226063,0.40826060153791244,0.07402766256611189,0.8712782163135301
2014-10-31,1.5969397513547974,1.2524,0.008934227421886145,0.016295939677438243,0.8869688385269122,0.40776193266914107,0.07423345247197871,0.8789388729033616
2014-11-30,1.571848615953291,1.2473666666666665,0.008448513309100758,0.016111705991181422,0.8773357090943191,0.39056286725183426,0.07201151537660708,0.8503033470426503
2014-12-31,1.558736679933239,1.2141,0.00835984300764305,0.01582528447972471,0.8633293038469743,0.3769677399323128,0.06794866772256393,0.8187335626137973
2015-01-31,1.5043462834841228,1.1306666666666667,0.00849656830820099,0.016137004692195676,0.7892410070268511,0.37470725995316156,0.06709311939489603,0.7781065767439727
2015-02-28,1.5426544622425629,1.1235666666666668,0.008372953772014805,0.016165969404223098,0.8022610972271809,0.34645547892405265,0.06671192371482519,0.7811768523024869
2015-03-31,1.4793070259865257,1.0759,0.008343544009305934,0.015992853086937264,0.7831562090551755,0.30776932318782546,0.06515709406264383,0.7601384767556875
2015-04-30,1.5432778312921422,1.1215,0.008415878733303317,0.015748020439428044,0.8319732937685459,0.3374759268175253,0.06562547544091658,0.7919638443612739
2015-05-31,1.5229663962920048,1.0952666666666666,0.008062719309007925,0.015690457987745796,0.8014928285686409,0.3139679324249431,0.06493945400896083,0.7637842863784287
2015-06-30,1.5728141692437447,1.1189,0.00816655718560689,0.015717691217394116,0.808512175735241,0.322458860485893,0.06381607464695549,0.7690034364261168
2015-07-31,1.5575912512427212,1.0967,0.008043860935895555,0.015591812130535045,0.7663871418588399,0.29661383675014874,0.06179531534374243,0.7243725231175694
2015-08-31,1.5415171882946408,1.1215,0.008242081281693245,0.015059796051553782,0.7545582991320728,0.2757493054018834,0.05929783746629302,0.7119278867517299
2015-09-30,1.5169939065673663,1.1203,0.008317618234464327,0.015246221786732534,0.7451775974457895,0.2500223174433137,0.05903524303359892,0.7028671811280507
2015-10-31,1.5382396724972085,1.1021999999999998,0.008291789959376097,0.015281138566366148,0.76048758049678,0.2579814624098867,0.06043812430886209,0.7104092813406379
2015-11-30,1.5009931895573214,1.0579,0.008123944094609124,0.014999822764170005,0.7480025454288342,0.2598688250755361,0.060255512077872525,0.7210824074705201
2015-12-31,1.48334355201308,1.0887,0.008306248569466698,0.015116319432391718,0.720230219634824,0.25249901430990096,0.05755901557006529,0.7308182855608512
2016-01-31,1.429858711342461,1.0896000000000001,0.008249753930797769,0.014729373447384444,0.7126381652096189,0.2489262542264462,0.05469183972587154,0.7084218282692559
2016-02-29,1.3855942988037668,1.0888,0.008841968491148287,0.014637851645212249,0.7373196993295863,0.2509102640918099,0.05498851039115174,0.7134993446920052
2016-03-31,1.4383172256964187,1.1385,0.008901485535574667,0.015093504158833777,0.7724928755597774,0.27650944770971975,0.05811549593421234,0.7688930911055583
2016-04-30,1.463904941570137,1.1433,0.009341958327658996,0.015062215791195594,0.7983938547486032,0.2877263919065155,0.05833500576563951,0.7635404376572206
2016-05-31,1.4640677298680842,1.1154,0.009007510296374062,0.014881722725514003,0.7676531314521678,0.2798996235884567,0.05436069888149719,0.7258883248730965
2016-06-30,1.3432546884452512,1.1102,0.009734327049539675,0.014810506361367284,0.7718298109010012,0.30926514011922673,0.05380257527368947,0.7436532922499833
2016-07-31,1.3192756824996055,1.1147,0.009738489763825388,0.014973470347236215,0.7631969326973549,0.3062362637362637,0.05317379551598028,0.7551485863968928
2016-08-31,1.3126429733745253,1.1132,0.009679158334057908,0.014931018480019098,0.7633545909620791,0.3090848511772546,0.053155321262128505,0.7518573551263001
2016-09-30,1.2962382263103496,1.1161,0.009869130780794058,0.015008303581633959,0.7597685500340369,0.3082297707815521,0.05134114421612869,0.7614791567169271
2016-10-31,1.2155469183786787,1.0946,0.00952074454205445,0.014975237365584043,0.7464030003409479,0.3142151796991618,0.052840936519430365,0.7602972841564215
2016-11-30,1.2475073313782987,1.0635,0.00882719123505976,0.014596686751122028,0.7472071945478816,0.2944515200177196,0.04861158724717174,0.7441746553775103
2016-12-31,1.2304973944518989,1.0515666666666668,0.008532673374445528,0.014707568941000957,0.7432266880271404,0.30665370595382746,0.048347818624032764,0.7208106749531602
2017-01-31,1.2490563846466523,1.0755,0.00881991143185173,0.014773250183721264,0.765153671030165,0.320709706277024,0.048260079423840606,0.7575010564868291
2017-02-28,1.242248402789989,1.0597,0.008917781704956662,0.015003751999886733,0.7577946224256293,0.3229807985370314,0.05027039848197344,0.7675092344462954
2017-03-31,1.2496347293490584,1.0691,0.008942701798410706,0.015405676078764778,0.7494567122327374,0.316301775147929,0.05340826776570501,0.7646259476469746
2017-04-30,1.2926570923055984,1.09225,0.008941508738897302,0.015563107349462823,0.7320219824408551,0.315210019768264,0.05301309492608016,0.7494767900641576
2017-05-31,1.284381617352487,1.1221,0.009020096463022508,0.015512760251057594,0.7427190892242521,0.30755104837604497,0.05329147649827364,0.7453832868340641
2017-06-30,1.297806284330115,1.1412,0.008933072407045009,0.01547505237678742,0.7718633750422725,0.30351063829787234,0.05544138865812601,0.7684331021480035
2017-07-31,1.31145157682845,1.1727,0.009041634541249037,0.015579746727814772,0.8018461538461539,0.318980524426069,0.05621225194132874,0.7970502276897983
2017-08-31,1.2857034129581508,1.1825,0.00903982875926917,0.015641637841520117,0.7899131596526386,0.3160919540229885,0.05608438506376784,0.7874933404368674
2017-09-30,1.3353274868378318,1.1785333333333334,0.008880293364143267,0.01531660128793573,0.8023237343136588,0.31415268694910436,0.0548702890948482,0.7824547426193954
2017-10-31,1.3247128726395228,1.1638,0.008816666666666667,0.015444025691384894,0.7756598240469208,0.3057883811976142,0.05219723540334227,0.7651545036160421
2017-11-30,1.3467068250269931,1.1849,0.008903666967237751,0.015511700212731142,0.7761184253618918,0.30642908865211543,0.053850523780307684,0.7566894437703556
2017-12-31,1.3540376865755648,1.2029,0.008898505696108892,0.015703040350900095,0.7974939503430901,0.3036361112162862,0.050954577609468255,0.7821450632335252
2018-01-31,1.417017404163349,1.2457,0.009186578171091446,0.015732508209143722,0.8147155003270112,0.3164245072139809,0.053633396767443664,0.8111610340561307
2018-02-28,1.3814398009387547,1.2214,0.009343635250917992,0.015339788754505607,0.7825474115838033,0.30831755648113085,0.05323465700824192,0.7810961181812368
2018-03-31,1.4074685268653033,1.23158,0.009401804662808983,0.015359576569655486,0.7763265717779654,0.30141753712713776,0.054804164044929826,0.7688149220934878
2018-04-30,1.3732378353797179,1.2079,0.009142446260974872,0.01506701509944679,0.7771844035516664,0.28806162358103593,0.05345234249503268,0.7543246112533566
2018-05-31,1.3342837591240875,1.1699,0.009187936856985785,0.014846069896703127,0.7779624950126346,0.26816577270435066,0.050326721471558665,0.7589853380044115
2018-06-30,1.3147897389603553,1.1651666666666667,0.00903370031529436,0.014583024783424037,0.7561761779085362,0.25896620955852395,0.050589474842030004,0.7374628156712166
2018-07-31,1.3154001344989912,1.1736,0.008969734026291653,0.014588940201008148,0.7671591057654594,0.2678351362453786,0.05387934992195391,0.7425968109339407
2018-08-31,1.2983062179630045,1.1651,0.009028283611003487,0.014084098423079014,0.7669167983149026,0.2397769134201807,0.052099915931815344,0.7223634447268895
2018-09-30,1.303477889435939,1.1596,0.008790842240921842,0.01374156162727772,0.7765525246662798,0.24800211017088103,0.05359717993911233,0.7219224703245622
2018-10-31,1.273502638596649,1.1318,0.008831837690206788,0.0135171771337804,0.7618470651588584,0.26984240516891966,0.04941732269712569,0.7086150763836714
2018-11-30,1.2753177347644495,1.1359,0.008806109000697728,0.01436366280356341,0.7514554114845197,0.2590835481148644,0.0491923260144645,0.7297783488596209
2018-12-31,1.2800017886487876,1.145,0.00909813269765594,0.014361004291996219,0.7337391861582826,0.25765076507650764,0.050906762818945316,0.7059186189889025
2019-01-31,1.3117449587796022,1.1488,0.009204390673824213,0.014063609431236685,0.7603415183003509,0.27325705858566635,0.05245686053360975,0.7276873376829037
2019-02-28,1.32999359235743,1.1416,0.009028788358114522,0.01411273125112033,0.75894163010238,0.2674287856071964,0.05211048372003853,0.7140355266449838
2019-03-31,1.3108117567451953,1.1235666666666666,0.00901714774885637,0.014435793332648095,0.7488447525104416,0.25731909338666953,0.0518741612597417,0.7115534820881975
2019-04-30,1.3006678415731376,1.1218,0.00897942847994877,0.01437072052163999,0.7441459369817578,0.25466515323496025,0.05270898232853605,0.7050468229526742
2019-05-31,1.2572581827201696,1.1151,0.00919518429949699,0.014343782560039103,0.7377439629507112,0.25079843461832574,0.050935949790336284,0.6910634605850273
2019-06-30,1.2664117343203598,1.1359333333333332,0.009248765130543343,0.014501523430186044,0.7636526610644256,0.2613724392357782,0.05224691797151087,0.6998110727780515
2019-07-31,1.2170524868209949,1.1151,0.00921265697290152,0.014539124992665896,0.7605374437320965,0.2643669985775249,0.052597816089243174,0.6893972179289026
2019-08-31,1.2149292149292148,1.1013333333333333,0.009407209156653948,0.01396656310105045,0.751797578956949,0.24071807425540595,0.04978310297598688,0.6724467781983963
2019-09-30,1.2293814142007158,1.0889,0.009260141168466705,0.01411195998004186,0.7548176902814363,0.2404389683801448,0.05075936267608916,0.6752449460498574
